content,date,location_name,user_name
Veel plaats om met de frisbee te gooien!,8-Sep-13,Central Park,Thijs Demeyere
"Lots of squirrels in the park! パーク内にはリスがたくさんいます！しかも思ったよりデカイです�?""September 7"," 2013""",Central Park,Nnkoji
Um pouco maior que o Ibirapuera Park em São Paulo he he,6-Sep-13,Central Park,Sandro Fernandes
Çimlere yatıp temiz havayı içinize çektinizmi tamam artık o gün suratınızda gülümseme eksik olmaz sanırım bol oksijeninden kaynaklanıyor sonuç olarak ben bu parka aşık oldum istanbuldada böyle by yplm,5-Sep-13,Central Park,Tlgsl Şahin
um  diaaa.....,2-Sep-13,Central Park,Andréa (#TIMBETA)
 çok muntazam,2-Sep-13,Central Park,Serkan Gungor
自然に囲まれた大きい🌳,2-Sep-13,Central Park,Misa.Y
Eger sehrin ortasina bu devasa  insa edilmeseydi NewYork'daki insanlar gokdelenlerden kafayi yerdi,29-Aug-13,Central Park,Tugce Uluurgun
"Amazing, me hubiera gustado conocer al menos la mitad",22-Aug-13,Central Park,Jacobo Cruz
"Grande, como para desubicarse!!!!",27-Jul-13,Central Park,Gio Kilibarda
Simplemente recorrelo y te das cuenta que fotografiar...,22-Jul-13,Central Park,Mir Gab
En cada una de las entradas hay renta de bicicletas. Y en las que dan a la 59 siempre hay un espectaculo callejero,15-Jul-13,Central Park,Ricardo Hernandez Canto
Unique et très beau   yorkais surtout durant le .,9-Jul-13,Central Park,BS M
el mejor ,28-Jun-13,Central Park,Fran R
"S'arranger pour avoir une  du , il est vraiment vraiment très grand et il est possible de s'y égaré sérieusement. Mais magnifique!",26-Jun-13,Central Park,Isabelle Kirsch
O cheiro de  inebria todas as reencarnações.,26-Jun-13,Central Park,Maira Reis
"Muito bom, um lugar tranquilo para fugir do movimento da cidade",9-Jun-13,Central Park,Felipe Lopes
Sehrin gurultusu ve kalabaliginda tam bir rahatlama merkezi,26-May-13,Central Park,Dreamsofsu
Vida al aire libre!,21-May-13,Central Park,Carla Gagliardi
 lindo! ..  uma  e conheça o  todo!!,13-May-13,Central Park,Erika Sicchieri
Perfeccctttt,12-May-13,Central Park,Pelin Pekbilir
ótimo lugar para descontrair,20-Apr-13,Central Park,Maria Dajuda
"Место съемок  ""Один """,22-Feb-13,Central Park,H
"O  com gelo fica ótima, mas o  é de rachar os dentes! Aproveite o gelinho e faça uma raspadinha!",14-Feb-13,Central Park,Jose Mazucato
Simplesmente MARAVILHOSO com tda essa neve!!! :),9-Feb-13,Central Park,Roberto Agricio Silva
Kalın    foto mak.,21-Jan-13,Central Park,Zeynep Özdinç
m Herzen des  Apple liegt der wohl bekannteste Stadtpark der Welt: der Central Park. Die „grüne Lunge�?New Yorks gilt als der Ruhepol in der hektischen Atmosphäre der Stadt. ,29-Nov-12,Central Park,FOCUS Online
relax & enjoy,9-Nov-12,Central Park,Marcela Campos Cáceres
Meglio di milano a ny non inquinano,26-Oct-12,Central Park,Wolker Ganzo
O Central Park é lindo demais!!!! Que riqueza de ! Que lugar agradável!!!,25-Oct-12,Central Park,Patrícia Vasconcelos
Disfrutando de la noche!!,21-Oct-12,Central Park,Omar Alejandro
"Linda vista, muito bom!!",11-Oct-12,Central Park,Adllogan Roberto
Sandwichlerinizi alıp  mutlaka burada yapın.,4-Oct-12,Central Park,Emre Kahraman
Ottimo meglio di mi,30-Sep-12,Central Park,Wolker Ganzo
"Principal , donde los neoyorquinos disfrutan paseando, tomando el sol o haciendo . Como curiosidad, es sorprendente ver a mucha gente  empujando los carritos de bebé",30-Aug-12,Central Park,VacazionaViajes
"Um dos maiores  artificiais em uma cidade, faça um  por aqui. No meio do  há uma  francesa,  por lá!",19-Aug-12,Central Park,André Paiva
"Melissa, una de nuestras viajeras, dice que aquí se puede encontrar la  que no exsiste en la ciudad. ¿Estás de acuerdo? Cuéntanos en Aprendí. ",24-Jul-12,Central Park,Aprendi
Lindo e limpíssimo.,9-Jul-12,Central Park,Pierre Kenga
البارك الأشهر بنيويورك جميل العصرية الواحد يرتاح ويجلس يتمشى فية هدؤ وفية العاب أطفال وحديقة حيوان مصغرة,3-Jul-12,Central Park,Capt_mm Ksa
bealtiful e tranquilo,2-Jul-12,Central Park,josé cruz cruz
"laper gw,, gk ada makanan di sini",21-Jun-12,Central Park,Lilik Yulianto
"Просто выделите день и погуляйте , устройте .",20-May-12,Central Park,Nikita Filippov
В солнечную  тут хулиард человек!,12-May-12,Central Park,Эдуард Финн
"Pára um pouco de fazer compras,  uma  e vem  um dia no . Pode sentar na grama que não pinica. Observar a  hipster é sempre divertido também.",24-Apr-12,Central Park,Braga
En primavera es otra cosa,19-Apr-12,Central Park,Fernando Quintana
"Novembro esse  é magnífico. Sugiro fazer o passeio de , são 12 Km em aprox. 2 horas que serão inesquecíveis.",3-Mar-12,Central Park,Jader Ivan Sardagna
"Brasileiros, essa  do passeio  cobra um absurdo. Pecam pra fazer pela metade do preço!",15-Feb-12,Central Park,Gustavo Henrique GHP
"Correr, passear.. deitar.. jogar .. Gosto muito :)",9-Jan-12,Central Park,Rafael Bakker �?🚩
Un pulmó verd el mig de Manhattan. Un lloc molt ric en fauna (persones) de la més variada... hehehe,30-Dec-11,Central Park,xevipa mdr
Me gusta bastante y creo que cuando este  sera mejor.,18-Dec-11,Central Park,Miguel
"Melissa, una de nuestras viajeras, aprendió que la naturaleza ofrece mucha más vida que cualquier ciudad. ¿Estás de acuerdo con ella? Cuéntanos en Aprendí. ",14-Dec-11,Central Park,Aprendi
arrendar una bici y  el  es la mejor opcion!,21-Nov-11,Central Park,Rosarittop
"En  comme en été, Central Park est un véritable  de verdure au coeur de Big Apple. S'y balader est d'un charme incroyable, en flânant par-ci par là.",6-Nov-11,Central Park,Florent
"“Hannah y sus hermanas�? En el famoso edificio Langham, en 135 Central Park West, en un departamento que en la vida real pertenecía a Mia Farrow, vivía Hannah, interpretada por ésta misma actriz.",19-Oct-11,Central Park,de Dios Editores
Piérdase! Le hará bien ;),2-Oct-11,Central Park,Juan Carlos Labarca Lazcano
ideal para hacer  o caminar,23-Sep-11,Central Park,Carito E
que caminata hehehehehe,5-Sep-11,Central Park,Ray MD
Meraviglioso...una splendida passeggiata in uno dei  più rilassanti di NYC,25-Aug-11,Central Park,Feed Ladybug
una passeggiata è quello che ci vuole,21-Aug-11,Central Park,Mariateresa Cunzi
자전�?대여해�? 끝에�?끝으�?달려보는것도 기분전환�?좋을�? 녹색 에너지�?충전하기�?�?,25-Jun-11,Central Park,Hanna Song
Gèk 'ra ng kéné.. :D :D,17-Feb-11,Central Park,Al-Bina Apryandsyach
mañana ire a central park2morrow we going to Central Park,22-Jul-10,Central Park,Julio César
Un superbe ,19-Jun-10,Central Park,Mathilde Petit
